Unnamed: 0,artist,seq,song,emotions,__index_level_0__,genre,predicted_emotions
47288,Fall Out Boy,"I am believing 
Their hearts are gold
The lion paws his own teeth now 
So you you can love him now 
I am believing 

What if it were all a dream? 
What if we were demigods? 
They'd take to our knee 
Raging at the half of our sins 

I am believing 
Their hearts are gold 
The lion paws his own teeth now 
So you can love him now 

I am believing 
Their hearts are gold 
So go and pick your poison 
Before I pick it for you, yeah 

What if we run like the wind? 
Feet are chasing moonlight 
What if we run like the wind? 
Feet are chasing moonlight",Demigods,['fear'],27285,alternative rock,{'fear': 0.6914507746696472}
34763,Christopher O'Riley,"While you make pretty speeches
I'm being cut to shreds
You feed me to the lions
A delicate balance

And this just feels like spinning plates
I'm living in cloud cuckoo land
And this just feels like spinning plates
My body is floating down the muddy river",Like Spinning Plates,['neutral'],14760,Unknown,"{'neutral': 0.2874246835708618, 'disgust': 0.22677485644817352, 'fear': 0.21745388209819794}"
42758,Face to Face,"don't want to hear what you said
don't want to kick in your head
don't want to live my life that way
don't want to give in but I don't want to be victimized
don't want to know anything
don't want to live my life that way

walk away
try to see things in a different way

don't want to tell you your place
don't want to get in your face
don't want to live my life that way
don't want to know what you think
don't want to know anything
don't want to live my life that way

walk away
try to see things in a different way 
",Walk Away,['fear'],22755,drama film,{'fear': 0.7861289978027344}
43091,T.G. Sheppard,"Honey, you feel good all over
Each part is so easy to touch
Oh, you feel good all over
And that's why I need you so much

When you're here by my side
With your arms open wide
Heaven is happening to me
I don't know where to start
Lord, I love every part
And I want everything that I see

Honey, you feel good all over
Each part is so easy to touch
Oh, you feel good all over
And that's why I need you so much

When you're holding my hand
I'm one hell of a man
When you kiss me, you set me on fire
You're easy to hold
From your head to your toes
And you fill me up with desire",You Feel Good All Over,['joy'],23088,Unknown,{'joy': 0.7155161499977112}
59713,Meat Puppets,"Pistacios turn your fingers red
Row your way back home you know
Roll right into bed
Pick it up in a week or two
Flags jump out your head
Row your way back home you know
Roll right into bed",Enchanted Porkfist,['neutral'],39710,alternative rock,{'neutral': 0.6282346844673157}
3781,Casey Dienel,"Autumn's coming in through the yard, 
Marching like a grandfather clock. 
The badges he wears are tattered and old, 
Like shredded ribbons of bright read and gold. 
His arms are stiff and they're sure they're in time, 
Cause you can't slow a man with a pendulum down. 
No, you can't slow a man with a pendulum down.

In autumn it's hard to keep the mood light, 
The puddles get deep and my umbrella was swiped. 
You'll find him in the strangest of places, 
Jangling a coffee cup outside store twenty four. 
But he's not a beggar 'till the cold settles in,
And he swears there's an Indian summer in him. 
Oh, he swears there's an Indian summer in him.

Drink from this flask to put warmth in your chest and sing around my piano.
I'm settling in for the long winter months with all of the friends I can handle, 
And we'll toast this death of summer months, 
And summer warmth, 
And summer love. 

If your heart starts feeling slow, there's a refrain I know and I'll teach you, it goes 
""When we've come down with cabin fever, 
And everyone's wearing sweaters 
And talking about leaving, we'll know
It's time."" 

Pack the car, 
Head out to Vermont, 
I'm trading Boston concrete for foliage.
It always feels like I'm on my way out,
Chasing seasons down but they never do budge. 
Oh, as soon as you're used to one season it moves, 
And that's all that you can count on. 
That's all that you can count on.

When we've come down with cabin fever 
And everyone's wearing sweaters 
And talking about leaving we'll know
It's time.",Cabin Fever,['fear'],3781,indie pop,"{'fear': 0.3083014488220215, 'disgust': 0.2740131914615631, 'neutral': 0.23025909066200256}"
45775,Thursday,"If we run far away do you think we will ever die? 
We'll throw these books in the fire 
Can you stop the train 
Cause it some delay? 
The change machine lied 
And it's too late to scream 

How long is the night? 
It's never over 
The ribbon was tied 
But the card was never read 
The ribbon was crimson 
The color of the night 

Can you see the handwriting on the walls 
And on the autumn leaves that fall 
""What are we gonna do?"" 
The trees are giving up on us 
The needle and the thread 
Won't stitch us to the branch 
And the night never ends 

I will never sleep again 
(I will never even close my eyes) 

If the sun is on its way 
Then we will never die 
And we'll follow these tracks to the sight 
Now the lungs collapse 
And the air is getting thin 
All breath expired 
Is too late to heal? 

How long is the night? 

It's all I ever see anymore 
But the day was so bright in the pictures 
In the photo album that you gave me 
It's all I have to live for 

I'm falling down 
And you're not here to break my fall 
I shut my eyes when you're around 
I hold my breath to kill the sound of your voice 
I'm falling down. 
And you're not here to break my fall",How Long Is the Night?,['sadness'],25772,neo-noir,{'fear': 0.7617855668067932}
8257,Brian May,"If I loved you
Time and again I would try to say
All I'd want you to know

If I loved you
Words wouldn't come in an easy way
'Round in circles I'd go

Longing to tell you, but afraid and shy
I'd let my golden chances pass me by

Soon you'd leave me
Off you would go in the mist of day
Never, never to know
How I loved you
If I loved you

Longing to tell you, but afraid and shy
I'd let my golden chances pass me by

Soon you'd leave me
Off you would go in the mist of day
Never, never to know
How I loved you
If I loved you",If I Loved You,['fear'],8257,rock music,{'fear': 0.9930294156074524}
31343,Willie Nelson,"Life is a picture and I play the lead but my biggest line was goodbye
Now my leading lady has walked out on me and this is the part where I cried
I was great in the scene where she found someone new
You should have seen my look of surprise
And if you'll have just walk into the picture this is the part where I cry

And after the picture is over and it's judged for the part where you lied
The award of the chief meant that's given will be mine for the part where I cried
I was great in the scene...",Part Where I Cry,['surprise'],11340,blues,{'surprise': 0.6255980134010315}
43269,Bizzy Bone,"Show 'em how we play, show 'em how we play (w-w-w-w-warriors)
Show 'em how we play, show 'em how we play
We play (cause we are warriors, warriors)
That's how we play-ay, that's how we play we play (cause we are warriors)
Show 'em how we play (walk us through the corridor, warrior, warrior)
Show 'em how we play-ay-ay-ay-ay-ay
(Walkin' through the corridor, walkin' through the corridor)
Show 'em how we play-ay-ay-ay-ay-ay (warrior, warrior, warriors)
Show 'em how we play-ay-ay-ay-ay-ay
(Walkin' through the corridor, cause we're the warriors)
Show 'em how we playyyyyyyyyy
(Cause we're the warriors, walkin' through the corridor, corridor)

[Chorus:Repeat x4]
It's only one - get deep in the word and deep in the herb 
And deep in the woods and peep out the birds
Don't sleep on us, don't sleep on us (it's only, it's only)
Don't sleep on us, don't sleep on us (it's only, it's only one)

Local on the wings takin' flight gettin' mo' major
What is it they gonna love me, they gonna shove me 
Never a stranger to danger playa
They better remember that to the coldest winters pimp hand
Slippin' ain't never an option, I get the trippin'
Flip when they dip when they skippin'
They say to the other side, let it roll, let it go, let me ride
As we park on the other side, for the moment
And the Lord provides, so potent, heh
Like the omni-potent, I'm the greatest, youknowhatI'msayin?
Now we duckin' in sins, sinful livin', baby let that sinnin' begin
See ain't we dirty rags, and ain't we dirty bags
Pretty in the rugged rough, pretty enough to sip that Henn'
Drift back in, move back in, wit 'em again, sick enough
Can we bring it quick enough? Now tell me is that slick enough
Cause I know I wasn't good enough, and I know they sneakin' a peek
Don't let 'em drown me, oh dear Lord
I think they're drunkards and I'm a freak, stay close
Look at the cookie crook, but I love them all the same and yes I'm grateful
How could they be so fuckin' hateful? (hateful)

[Chorus]

It's only one
It's only, it's only one [echoes]
It's only, it's only, it's only, it's only one [echoes]
It's only, it's only, it's only, it's only one [echoes]
It's only, it's only, it's only, it's only one [echoes]",One Time,['neutral'],23266,hip-hop,"{'fear': 0.2968223989009857, 'neutral': 0.2922723889350891, 'disgust': 0.2041720747947693}"
51749,Arcade Fire,"Summer's gone and so are you
See the sky electrocute
A thousand boys that look like you
Cover my eyes electric blue

Now I can't get my head around it
I thought I found it
But I found out I don't know shit
Now I can't get my head around it
I thought I found it
But I found out

Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na

A thousand girls that look like me
Staring out at the open sea
Repeat the words until they're true
Cover my eyes electric blue

Now I can't get my head around it
I thought I found it
But I found out I don't know shit
Now I can't get my head around it
I thought I found it
But I found out

Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na

Now you've got me so confused
'Cause I don't know how to sing your blues
Jesus Christ, what could I do?
I don't know how to sing your blues

Now I can't get my head around it
I thought I found it, but I found out

Cover my eyes electric blue
Cover my eyes electric blue
Every single night I dream about you
Every single night I dream about you
Cover my eyes electric blue
Cover my eyes electric blue
Every single night I dream about you
Every single night I dream about you
Cover my eyes electric blue
Cover my eyes electric blue
Every single night I dream about you
Every single night I dream about you
Cover my eyes electric blue
Cover my eyes electric blue
Every single night I dream about you
Every single night I dream about you
Cover my eyes electric blue
Cover my eyes electric blue
Every single night I dream about you
Every single night I dream about you
Cover my eyes electric blue
Cover my eyes electric blue
Every single night I dream about you
Every single night I dream about you
Cover my eyes electric blue
Cover my eyes electric blue
Every single night I dream about you
Every single night I dream about you",Electric Blue,['surprise'],31746,indie rock,"{'surprise': 0.3749179542064667, 'fear': 0.33840516209602356}"
1333,Dead or Alive,"I'm told my idea of seduction
Is a bit passe'
I hear you like to try it
So I'll try it anyway

I would try anything
I swear I'd try it here and now
I might impress you
With a Rudolf Valentino bow

I tell you to get your attention
I'd do anything
I would work night and day
For all the joy that she could bring

I'd like to be the hunter
Who get's captured by the game
Oh won't you run your fingers through my mane! 

[Chorus]
I've gotta have my cake and eat it
I've gotta have my cake and eat it, too!
I've gotta have my cake and eat it
I've gotta have my cake and eat it, too! 

I want fun I gotta run to you 

To me you look just like
A treasure chest of pretty things
I already told
I would buy you ten real diamond rings

Oh let me tell you
I got lots of things that you could use
So don't reject it or I'll get
The love rejection blues

Any wish of yours is my command
I'd pay you money
If you'd only say you'd hold my hand
I'd speak in languages

that only you could ever hear
Oh baby, take me
Won't you please come here!? 

[Chorus] 

I want fun I gotta run to you 

I said I'd pay you money
If you'd only hold my hand
I hear you like to try it
So I go ahead as planned

I hear my smoochie talkin'
Might just be a bit old hat
So I'll watch what I'm sayin'
I don't think you'd go for that

A little birdie told me
That you just might feel the same
If you do then all you have to do
Is call my name

I would do anything
I swear I'd do it here and now
I might impress you
With a Rudolf Valentino bow 

[Chorus]",Cake and Eat It,['neutral'],1333,rock music,{'fear': 0.5865779519081116}
35204,Willie Nelson,"I guess my heart has settled back to Earth.
I rode a dream so wild and free for all that dream was worth.
But true love is both a blessing and a curse.
Today my heart just settled back to Earth.

Now I know just how you felt that night so long ago.
But the dream for you had ended and you let me know.
So I bounced from sky to sky,
Tryin' to keep the dream alive.
But everything I did just made it worse.
Guess my heart just settled back to Earth.

Love created songs that I still sing.
Love we knew still makes the rafters ?red?.
Tonight I'll sing for everything I'm worth.
For all the hearts that settle back to Earth.

Songs our love created I still sing.
Love we knew still makes the rafters ?red?.
Tonight I'll sing for everything I'm worth.
For all the hearts that settle back to Earth.

Our song will never have a final verse,
Our hearts just finally settled back to Earth",Back to Earth,['sadness'],15201,blues,"{'sadness': 0.30332472920417786, 'disgust': 0.24693144857883453, 'neutral': 0.21386007964611053}"
39096,Ultramagnetic MC's,"[Kool Keith]
Yeah! We gettin ready to smear peanut butter in the crowd
and throw mayonnaise all down your ears
You know what? We got some jams for you boy
Yo,  the meltdown on em, check it out

A lot of rappers, think they can rap and then do that
Who dat Jumpin on my testicles, my black scrotum
Show em that they style is cold butt, doo doo
Like a baby's heiny, a stinky funky boo boo
Kickin with more rounds, hi pops all sounds
Get with the drift, what I'm sayin? Slayin
Bringin MC's to the program
Not like H-Town, soft on a slow jam
I kick it wicked with the funky style lick it
Suck it, jump on the jock just like a groupie woopi
I make MC's look bad like Charlie Brown and Snoopy
Your mother act wild, sister act goofy
DJ's go wild and act retarded, illiterate
Put me in the mix, well consider it, oh yeah
I'm down to step and throw a gun in your face
Hijack all that shit, spray your station with mace
I got my things in effect, all plans down
The boys ready, stupid crazy with they masks down
I walk around, okay, you think I'm jokin?
Just go to sleep and see what happen, remember
Where could I be, when you're lonely for Tony
Take him outside, on the highway for a ride
Remember when the detectives come, you don't remember anything",Time to Catch a Body,['neutral'],19093,hip-hop,"{'anger': 0.283587247133255, 'neutral': 0.2662861943244934, 'disgust': 0.22039231657981873}"
62186,The Notwist,"You'll no longer be kissed 
And kind, as you long for
Intuition, as you have to
Learn the lesson twice
You'll no longer be kissed
And kind, as you long for
Intuition, as you have to
Say the password twice

Have you ever, have you ever 
Been all messed up,
Have you ever?
Have you ever, have you ever
Been all messed up,
Have you ever?

You're the pin card, you're
The lifeguard, you're the
Information guy, but things
Look much bigger on the
Knees, on your knees.
Miss the signal, miss the
Signpost, lose the access to
It all. and all of a sudden
You are one with the freaks.

Have you ever, have you ever
Been all messed up,
Have you ever?
Have you ever, have you ever
Been all messed up,
Have you ever?",One With the Freaks,['neutral'],42183,indie pop,"{'fear': 0.30807584524154663, 'neutral': 0.2934940457344055}"
9275,Johnnie Ray,"There she is, my old gal,
There he is, my old pal,
And here am I, broken hearted!
She was mine in May, his in June,
She forgot mighty soon,
And here am I, broken hearted!

The last time that we said goodbye,
I knew that we were through!
It's bad enough that I lost her,
I only had to lose him too!

Therer they go in their joy,
Happy girl and lucky boy!
And here am I, broken hearted!
Oh, my heart will never ever know a pain
If I hadn't ever loved in vain,
But here am I, broken hearted!",Here Am I - Broken Hearted,['sadness'],9275,pop music,{'sadness': 0.9845332503318787}
7216,The Rolling Stones,"We, on our present life, 
Knew that the stars were right. 
That if you are the first to go, 
You'll leave a sign to let me know, 
Tell me so. 
Please, carry the lantern lights. 

You crossed the sea of night, 
Free from the spell of fright 
Your cloak it is a spirit shroud. 
You'll wake me in my sleeping hours, 
Like a cloud. 
So, please, carry the lantern high. 

Me, in my sorry plight, 
You waiting ev'ry night. 
My face it turns a deathly pale, 
You're talking to me, through your veil, 
I hear you wail. 
So, please carry the lantern light. 

The servants sleep, 
The door's are barred. 
You hear the stopping of my heart-we never part. 
So, please carry the lantern high.",The Lantern,['fear'],7216,rock and roll,{'fear': 0.9572948217391968}
40889,Eleanor McEvoy,"[Chorus]
For you, for you
The moments I steal
You know they don't heal
The way I feel for you
For you, for you
The things that I say
They give it away
The way I feel for you

You know I need your precious time
To keep me going
To keep me going and to stop it from showing
And you know I need you by my side
To keep me hoping and to stop me from knowing
That someday, in someway
I'll make you fall for me
And sometimes I'll make you mine
And make you feel for me
The way I feel

[Chorus]

You know I feel alone these days
I'm thinking about you
I'm thinking about you; I'm dying without you
You know it's more than a passing phase
Been too long without you
I've been too long without you, crying about you
But someday, in someway
I'll make you fall for me
And sometime I'll make you mine
And make you feel for me
The way I feel

[Chorus]",For You,['sadness'],20886,alternative rock,{'sadness': 0.9773328304290771}
2729,Living Things,"And the right ate the world, on all fours, on all fours
And the big boys cry like girls, on all fours, on all fours

And everybody wants to love somebody now there's no one to love
And everybody wants to kill somebody now that fuck you them just enough
No no no no

[Chorus]
Don't believe, don't believe, don't believe in police, sir
Pin me down, kiss the ground, cause I wear tight blue jeans
Federalize, circumcise, put a bullet in their lies, lies, lies, lies
Don't believe, don't believe, don't believe in police, sir

Praise the paraplegic, on all fours, on all fours
All hail the debased, on all fours, on all fours

And everybody wants to love somebody 
Now there's no one to love
And everybody wants to kill somebody 
Now that fuck you them just enough
No no no no

[Chorus]

Now pick on all the haters, on all fours, on all fours
Turn in all your neighbors, on all fours, on all fours

And everybody wants to love somebody 
Now there's no one to love
And everybody wants to kill somebody 
Now that fuck you them just enough
No no no no

[Chorus]",On All Fours,['anger'],2729,alternative rock,{'fear': 0.6368939280509949}
56752,Dashboard Confessional,"She said, ""I've got to be honest, you're wasting your time if you're fishin' around here.""
And I said, ""You must be mistaken, I'm not foolin' this feelin' is real.""
She said, ""You've got to be crazy! What do you take me for? Some kind of easy mark?""

""No, you've got wits, you've got looks, you've got passion, but I swear that you've got me all wrong.""
I'll be true, I'll be useful, I'll be cavalier, I'll be yours my dear,
I'll belong to you if you just let me through.

This is easy as lovers go so don't complicate it by hesitating.
This is wonderful as loving goes.
This is tailor-made, what's the sense in waiting?

I said, ""I've got to be honest, I've been waiting for you all my life.""
For so long I thought I was asylum bound, but just seeing you makes me think twice.
And being with you here makes me sane. I fear I'll go crazy if you leave my side.

""You've got wits, you've got looks, you've got passion,
but are you brave enough to leave with me tonight?""",As Lovers Go,['anger'],36749,emo,{'anger': 0.5986800193786621}
69403,Atrophy,"[Music: James Gulotta, Chris Lykins]
[Lyrics: Brian Zimmerman, Chris Lykins]

Preacher tell me no lies
Send me more money
Or else I will die
You go to church every day
Trying to find god
So you give them your pay
I'll tell you evil
Yet I do no wrong
Chapter fifteen
Let's sing another song
Have my own show
Even make videos
Just more money
To stick up my nose

[Chorus:]
He's not afraid to lie
Greed is the reason why
My wife's recovering from coke
I buy it for my family
But I'll never go broke
People come for help they say
You take their money
And you send them away
I have a few billion
Not much to me
I need a lot more
Thanks to my greed
Have fourteen houses
And fifteen cars
Lay back in my mansion
And watch people starve

[Repeat Chorus]

[1st solo: Chris]
[2nd solo: Rick]

[Repeat chorus]




","Preacher, Preacher",['anger'],49400,thrash metal,{'anger': 0.6875279545783997}
52070,Malcolm McLaren,"Haaaaaa, Ha-la-ha-la, Ba - Ba - Ba - Ba - Ba - Ba - Ba
Ba-ba-ba (baa-ba) Ba-ba-ba-ba, Ba-ba-ba-ba, (ba) Ba-ba (ba)
Ba-ba, ba-ba, ba-ba, (ba) ba-ba, ba-ba, ba-ba ba-ba-ba-ba-be (ba)
Boy that scratchin is makin' me itch (ba, ba)

Dub-dub-dub (ba), Dub-dub-dub (ba), Dub-dub-dub, Dub-dub-dub, ba-ba-ba-ba (ba)
Dub-dub-dub, ba-ba-ba-ba-be (ba) Dub-dub-dub, ba-ba-ba-ba, ba-ba-ba-ba
Dub-dub-dub, ba-ba-ba-ba, ba-ba-ba-ba

First buffalo gal go around the outisde, round the outside, round the outside (you know it)
Two buffalo gals go around the outside, 'round the outside, 'round the outside
Three buffalo gals (baaa) go around the outside (baaa, ba, ba)
Four buffalo gals (baaa) go around the outside, 'round the outside (baaa),
 'round the outside (baaa)
Four buffalo gals go around the outside and dosie doe your partners (baaa)

Ba - baaa, She's lookin', she's lookin', she's lookin', she's lookin' 
She's-she's-she's-she's-she's-she's, lookin' like a whore girl

Three buffalo gals, three buffalo gals (ba), three-three buff-three-three 
Three buffalo gals (ba), gals-gals, buffalo, buffalo, (ba) three-three-three-three-three

Wooh, Girl, it's a pity that you're so dirty
You're only dancin' just to be friendly (baaa)
So pretty you drive me loco
And so silly you make be blush so-o-o (baaa)

Yeah, huh, you're my buffalo girl, yeah-heah-eah
It's a pity that you're so dirty
You're only dancin' just to be friendly
So pretty you drive me loco
You're so pretty you make me (baaa) blush so-o-o
(You're lookin' like a whore girl)

I'm an ape, I'm an ape, I'm an ape - I'm an ape
First buffalo boy go around",Buffalo Gals,['neutral'],32067,rock music,"{'disgust': 0.36978229880332947, 'neutral': 0.27052608132362366}"
39284,Ann Richards,"You go to my head
And you linger like a haunting refrain
And I find you spinning round in my brain
Like the bubbles in a glass of champagne

You go to my head
Like a sip of sparkling burgundy brew
And I find the very mention of you
Like the kicker in a julep or two

The thrill of the thought
That you might give a thought to my plea, cast a spell over me
Still I say to myself get a hold of yourself
Can't you see that it never can be?

You go to my head
With a smile that makes my temperature rise
Like a summer with a thousand July's
You intoxicate my soul with your eyes

Though I'm certain that this heart of mine
Hasn't a ghost of a chance in this crazy romance
You go to my head
You go to my head",You Go to My Head,['fear'],19281,jazz,{'fear': 0.9625129103660583}
63448,Kevin Martin,"She seems so happy
In her hopeless disease
If this weren't my boulevard
I would drown in her seas
Got no cure for yourself
Got no faith just your hell
Got no needs you just want more
Got no needs her disease just devours us all

If you ever want to free yourself
If you ever want to be yourself get out
Itchy trigger finger baby
If you ever want to free yourself
If you ever want to be yourself get out

She seems so lonely
But her smile puts at ease
If she walked by your cell you would surely
Surely be freed
Got no needs you want more
Got no needs her disease just devours us all

If you ever want to free yourself
If you ever want to be yourself get out
Itchy trigger finger baby
If you ever want to free yourself
If you ever want to be yourself get out

Got no needs her disease just devours us all

If you ever want to free yourself
If you ever want to be yourself get out
Itchy trigger finger baby
If you ever want to free yourself
If you ever want to be yourself get out
Itchy trigger finger baby
If you ever want to free yourself
If you ever want to be yourself get out
Itchy trigger finger baby
If you ever want to free yourself
If you ever want to be yourself get out
Itchy trigger finger baby",She,['sadness'],43445,alternative rock,{'sadness': 0.6944578289985657}
58261,Big K.R.I.T.,"It's feeling like one of those days
Dodging the sun, watching for shade
Playing the game, catching the fade
Doing what it takes to find a hole in this maze
Frankie Beverly melody meditate in the mirror for them ho laws
Tryna reach a quota so they so called
Control the atmosphere that I bogart
Good Lord, the streets ain't safe no more, I heard
From a little bird that always strolled those curbs
In the darkest alley where first come, first serve
The right time, the night time for her
But the day time's blurred
I knew this in the first grade, she was fast
I guess she never let up on the gas
Least but no least, she had me for some cash
The love of my life's now a ghost in the past
Crash landed in the worst place
I guess for some folk, everyday ain't they birthday
We ain't talkin' car if we asking mercy
You think she wanna fuck? What if she really thirsty?
Holy water, mama daughter
I keep a shoulder
For them to cry on
Cause even the strong need someone to rely on
In these turbulent times, we got to fly on
So stand by, stand by, stand by, stand by",Standby (Interlude),['sadness'],38258,hip-hop,"{'fear': 0.30048641562461853, 'sadness': 0.2741425633430481, 'neutral': 0.25367018580436707}"
53632,Alabama,"Oh little town of Bethlehem, how still we see thee lie
Above thy deep and dreamless sleep the silent stars go by
Yet in thy dark streets shineth, the everlasting light
The hopes and fears of all the years are met in thee tonight.

For Christ is born of Mary, and gathered all above
While mortals sleep the angels keep their watch of wondering love
Oh morning stars together, proclaim thy holy birth.
And praises sing to God the king, and peace to men on earth.

Oh little town of Bethlehem, how still we see thee lie
Above thy deep and dreamless sleep the silent stars go by
Yet in thy dark streets shineth, the everlasting light
The hopes and fears of all the years are met in thee tonight.",O Little Town of Bethlehem,['fear'],33629,country music,{'fear': 0.47871336340904236}
36817,Elvis Presley,"(words & music by Blackwell - Scott)
Do you or don't you love me
Such an easy question
Why can't I get an answer
Tell me, will you or won't you need me
Such an easy question
Why can't I get an answer

All you do is give a sigh
And beat around the bush
Can it be that you're too shy
To give yourself a little old push
Can you or can't you tell me yes
It's such an easy question
Why can't I get an answer



",(Such An) Easy Question,['fear'],16814,rock and roll,{'fear': 0.8576671481132507}
67916,Darkthrone,"Weakling avenger
On grains of drain
Life
Wielding ultimate death

Bombastic necrohell
Seeping in bitterly
Masked beast temporarily
Revealing sick fear

Templates broken
Membranes burst
Sordid spilling wound
Spineless locust embrace

Infertile foggy renderings
Failure
Sucked into the sorrowhole
Brutally avenging nothing",Weakling Avenger,['fear'],47913,black metal,{'fear': 0.7019261121749878}
287,Ella Fitzgerald,"Oh... What you want wid Bess?
She's gettin' ole now;
Take a fine young gal
For to satisfy Crown.

Look at this chest
An' look at these arms you got.
You know how it always been with me,
These five years I been yo' woman,

You could kick me in the street,
Then when you wanted me back,
You could whistle, an' there I was
Back again, lickin' yo' hand.

There's plenty better lookin' gal than Bess.
Can' you see, I'm with Porgy,
Now and forever
I am his woman, he would die without me.

Oh, Crown, won't you let me go to my man, to my man.
He is a cripple an' needs my love, all my love.
What you want wid Bess? Oh, let me go to my man. . .

What I wants wid other woman,
I gots a woman, yes,
An' dat is you, yes, dat is you, yes,
I need you now an' you're mine jus' as long as I want you.

No cripple goin' take my woman from me.
You got a man tonight an' that is Crown, yes, Crown, yes crown.
You're my woman, Bess, I'm tellin' you, now I'm your man.

What you want with Bess?

Lemme go, Crown dat boat, it's goin' wiout me!

You ain't goin' nowhere!

Take yo' hands off me, I say, yo' hands, yo' hands, yo hands.

I knows you' ain' change - wid you and me it always be the same. 
Git in dat thicket.",What You Want Wid Bess?,['neutral'],287,jazz,"{'anger': 0.38540148735046387, 'disgust': 0.21149186789989471, 'fear': 0.20039604604244232}"
30960,Bill Henderson,"Once I laughed when I heard you saying
That I'd be playing solitaire
Uneasy in my easy chair
It never entered my mind

And once you told me I was mistaken
That I'd awaken with the sun
And ordered orange juice for one
It never entered my mind
You had what I lack, myself
Now I even have to scratch my back myself

Once you warned me that if you scorned me
I'd say a lonely prayer again
And wish that you were there again
To get into my hair again
It never entered my mind

Once you warned me that if you scorned me
I'd say a lonely prayer again
And wish that you were there again
To get into my hair again
It never entered my mind",It Never Entered My Mind,['fear'],10957,rock music,{'fear': 0.6461620926856995}
52641,Prince,"I've been waiting for you baby all night long
So I could get somebody to play this song 
The jam that's got a beat like it's making love
Cause you're the only one I've been thinking of 

Come into my room of incense and candles 
I got something you won't know how to handle

You can tell me uh-uh but you know how this man do 
I'ma want it all night long 
I'm glad that we're compatible. mature and grown
Cause this is not something you can do alone 
There's a dance floor but we can use a table
I got to have a partner that's willing and able
Once you try to seduce me it grows and grows
You're mind will never deny what you're body knows
I know you want to take off all you're clothes
But please don't do it 

I got a cool idea my darling;
Let's go outside
I wanna smother you with something shiny as the rims upon my ride
I want to look for the milky way and when I find it 
I'm gonna make you scream my name as if it was divine (Prince)
But we both know that we gotta praise the one who made ya 
Give props to you're mama for the healthy food she must have gave ya 
For the meek at heart these words they might sound like a sinner
But the truth is that you're sitting on every one of you're dinners 
But that's fine cause I'm blind 
About as blind as a cat in the dark
It might come at to in the morning 
After roaming in the park 
Hard to understand always changing plans
Harder then hell to handle 
One scent alone make it worth you're while 
The price of Prince's candle
Circles of flowers or pyramids of sand 
Violet colored diamonds
You got to understand
Incense and candles
Wherever you can
You got to make this woman 
Lust for this man

Come into my room of incense and candles
I got something that you won't know how to handle
You can tell me uh-uh, but you know how this man do
I'ma want it want it all night long [Repeat: x4]",Incense and Candles,['joy'],32638,jazz,"{'anger': 0.2792729437351227, 'fear': 0.27865180373191833, 'neutral': 0.18537652492523193}"
60737,The Mamas & the Papas,"On a midnight voyage,
One that has no ending;
And it's sending me
The things that I need.

Far away from shore
Further than I've been before;
But I feel the strength of the new sea.
(Of a midnight voyage for just what you need...)

Dreams come and go,
And I sift through them.
Love (love) starts to grow
From the thoughts that I find within them.

On a midnight voyage,
Searching for my pleasure;
Reaching with my mind for something I've dreamed.
(Reaching with your mind for something you've dreamed)

Loves come and go
And I dream through them;
Dreams (dreams) start to flow
From the love that I find within them.

On a midnight voyage,
One that has no ending;
And it's sending me
Right into my mind.

On...

[spoken]
""Uh, turn back to the earphones. 
Could you turn off the earphones, please?"" 
""Turn the television set down, please.""
""And turn the air conditioning off."" 
""And walk around the block twice.""
""Three...""

On...

[spoken]
""Your late coming in.""
""I was...right with you.""
""Sorry, my mistake.""
""Two, three, four...""
""Five..alright? One, two, three...""

On a midnight voyage...

[spoken]
""You've got it.""
""You like that Lou?""

Come on, let's take a midnight voyage;
Let me take you on a little trip.
Come on, come on,
Woah, come on...
Would you dare to take a little journey?
All aboard; all ashore.
At your leisure take a pleasure trip.
I'm sure; you're sure.
Everybody needs a pleasure trip,
My friend, my friend...",Midnight Voyage,['fear'],40734,folk rock,"{'fear': 0.45007652044296265, 'neutral': 0.2684454023838043}"
58154,Big Head Todd & the Monsters,"I got a kindhearted woman
Do anything in this world for me
I got a kindhearted woman
Do anything in this world for me
And these evil-hearted women
Man, they will not let me be

Oh, I love my baby
But my baby don't love me
I said I love my baby
Ooh, my baby don't love me
You know I love that man
Can't stand to leave him be

Ain't but the one thing
That makes Mister Johnson drink
I'm worried about how you treat me, baby
I begin to think

Oh, babe
My life don't feel the same
You know you break my heart
When you call Miss So-and-So's name

She's a kindhearted woman
She studies evil all the time
She's a kindhearted woman
She studies evil all the time
You will to kill me
As you have it on your mind

No, no, I love my baby
My baby don't love me, no
You know I love my baby
Ooh, but my baby don't love me
I really love that man
Can't stand to leave him be",Kind Hearted Woman,['fear'],38151,Unknown,{'fear': 0.7234529256820679}
